customer_id,external_ref,masked_email,masked_phone,city,signup_at,historical_value_paise,lifetime_value_paise,tier,do_not_contact_until,suppression_reason
cust_0047,MERCH-CUST-00047,ro***********@protonmail.com,+91*****8733,Hyderabad,2025-01-07T17:54:38+05:30,927327,927327,LOW,,
cust_0048,MERCH-CUST-00048,ka**********@gmail.com,+91*****2669,Kochi,2025-10-07T17:39:32+05:30,644826,659726,LOW,,
cust_0049,MERCH-CUST-00049,vi************@yahoo.in,+91*****6560,Chennai,2025-06-04T12:59:51+05:30,426990,826890,LOW,,
cust_0050,MERCH-CUST-00050,ri***********@gmail.com,+91*****4758,Delhi,2025-12-02T15:10:16+05:30,151074,400974,LOW,,
cust_0051,MERCH-CUST-00051,ro**********@gmail.com,+91*****5608,Kolkata,2024-12-17T19:32:37+05:30,476643,556543,LOW,,
cust_0052,MERCH-CUST-00052,ro************@yahoo.in,+91*****3584,Ahmedabad,2024-09-23T09:16:04+05:30,206042,355942,LOW,,
cust_0053,MERCH-CUST-00053,ad*************@gmail.com,+91*****1596,Delhi,2026-01-27T17:33:33+05:30,1849845,3149545,MEDIUM,,
cust_0054,MERCH-CUST-00054,ai***********@gmail.com,+91*****8350,Jaipur,2025-04-25T20:25:54+05:30,0,209800,LOW,,
cust_0055,MERCH-CUST-00055,ro**********@protonmail.com,+91*****8410,Bengaluru,2025-11-24T13:46:59+05:30,594344,2073844,MEDIUM,,
cust_0056,MERCH-CUST-00056,ad***************@yahoo.in,+91*****3965,Kochi,2025-04-02T13:41:39+05:30,720521,720521,LOW,,
cust_0057,MERCH-CUST-00057,ro************@outlook.com,+91*****7628,Kochi,2025-03-19T14:09:08+05:30,580533,580533,LOW,,
cust_0058,MERCH-CUST-00058,vi************@yahoo.in,+91*****3438,Chennai,2024-12-08T19:08:52+05:30,1557416,3587016,MEDIUM,,
cust_0059,MERCH-CUST-00059,po**************@outlook.com,+91*****8700,Kolkata,2025-09-18T13:29:52+05:30,0,5999500,HIGH,,
cust_0060,MERCH-CUST-00060,va***********@yahoo.in,+91*****9234,Ahmedabad,2025-04-03T14:11:32+05:30,824304,824304,LOW,,
cust_0061,MERCH-CUST-00061,im***********@outlook.com,+91*****3045,Bengaluru,2024-11-19T17:50:59+05:30,695329,695329,LOW,,
cust_0062,MERCH-CUST-00062,aa***********@yahoo.in,+91*****3846,Delhi,2024-10-07T09:31:44+05:30,662943,662943,LOW,,
cust_0063,MERCH-CUST-00063,ta**********@outlook.com,+91*****3289,Kolkata,2025-02-25T13:24:09+05:30,793319,793319,LOW,,
cust_0064,MERCH-CUST-00064,pr***********@protonmail.com,+91*****1513,Kolkata,2025-12-19T15:15:12+05:30,461819,461819,LOW,,
cust_0065,MERCH-CUST-00065,ka****************@protonmail.com,+91*****2382,Kochi,2024-12-13T11:52:49+05:30,144975,294875,LOW,,
cust_0066,MERCH-CUST-00066,ka***********@yahoo.in,+91*****6863,Kolkata,2025-02-28T02:26:06+05:30,602332,602332,LOW,,
cust_0067,MERCH-CUST-00067,ya**********@yahoo.in,+91*****3046,Bengaluru,2024-12-02T18:46:34+05:30,316967,316967,LOW,,
cust_0068,MERCH-CUST-00068,ka************@yahoo.in,+91*****2561,Delhi,2025-05-15T17:05:27+05:30,380409,380409,LOW,,
cust_0069,MERCH-CUST-00069,sn***********@gmail.com,+91*****9404,Kolkata,2025-12-18T14:50:03+05:30,0,499800,LOW,,
cust_0070,MERCH-CUST-00070,an***********@outlook.com,+91*****4460,Kochi,2025-01-25T23:21:07+05:30,920260,920260,LOW,,
cust_0071,MERCH-CUST-00071,de*********@gmail.com,+91*****8684,Jaipur,2024-10-24T21:53:37+05:30,624948,624948,LOW,,
cust_0072,MERCH-CUST-00072,vi***********@outlook.com,+91*****6336,Jaipur,2026-02-01T22:39:48+05:30,470367,470367,LOW,,
cust_0073,MERCH-CUST-00073,ka**********@outlook.com,+91*****4074,Mumbai,2024-12-25T16:56:05+05:30,1650589,3230389,MEDIUM,,
cust_0074,MERCH-CUST-00074,si**************@outlook.com,+91*****7125,Bengaluru,2026-01-09T12:57:17+05:30,264685,514585,LOW,,
cust_0075,MERCH-CUST-00075,sn***********@gmail.com,+91*****8838,Jaipur,2025-09-11T12:14:58+05:30,0,239700,LOW,,
cust_0076,MERCH-CUST-00076,de***********@outlook.com,+91*****3684,Kochi,2025-12-12T07:43:43+05:30,0,3299500,MEDIUM,,
cust_0077,MERCH-CUST-00077,di********@yahoo.in,+91*****6506,Kochi,2025-04-08T19:08:12+05:30,852103,852103,LOW,,
cust_0078,MERCH-CUST-00078,ar**********@outlook.com,+91*****9292,Jaipur,2024-10-16T22:38:26+05:30,905738,920638,LOW,,
cust_0079,MERCH-CUST-00079,si*************@outlook.com,+91*****4335,Delhi,2025-03-04T08:51:25+05:30,5135823,10885223,HIGH,,
cust_0080,MERCH-CUST-00080,vi*************@outlook.com,+91*****6742,Kochi,2026-01-16T14:23:55+05:30,1882946,9482546,HIGH,,
cust_0081,MERCH-CUST-00081,ar***********@gmail.com,+91*****1335,Kolkata,2025-10-30T11:55:26+05:30,1796654,4296154,MEDIUM,,
cust_0082,MERCH-CUST-00082,la*************@outlook.com,+91*****1830,Delhi,2024-10-06T10:41:44+05:30,0,169800,LOW,,
cust_0083,MERCH-CUST-00083,ni**********@gmail.com,+91*****9942,Hyderabad,2025-08-08T11:24:18+05:30,2943879,3503579,MEDIUM,,
cust_0084,MERCH-CUST-00084,sa***************@protonmail.com,+91*****7669,Ahmedabad,2025-02-27T12:22:54+05:30,2073654,4213054,MEDIUM,,
cust_0085,MERCH-CUST-00085,is********@protonmail.com,+91*****7704,Pune,2025-12-20T21:50:43+05:30,0,5099400,HIGH,,
cust_0086,MERCH-CUST-00086,de*********@gmail.com,+91*****8188,Kochi,2024-10-05T13:00:47+05:30,2827000,4076800,MEDIUM,,
cust_0087,MERCH-CUST-00087,ka*************@yahoo.in,+91*****4752,Chennai,2025-10-23T22:33:12+05:30,0,249900,LOW,,
cust_0088,MERCH-CUST-00088,ro*********@protonmail.com,+91*****8720,Kochi,2025-03-11T06:52:45+05:30,120833,120833,LOW,,
cust_0089,MERCH-CUST-00089,pr***********@outlook.com,+91*****8990,Kochi,2026-01-12T21:21:07+05:30,0,999600,LOW,,
cust_0090,MERCH-CUST-00090,po***********@yahoo.in,+91*****1490,Hyderabad,2025-12-26T00:25:44+05:30,614781,629681,LOW,,
cust_0091,MERCH-CUST-00091,pr*************@protonmail.com,+91*****1195,Kochi,2025-06-14T21:55:57+05:30,3448215,4197915,MEDIUM,,
cust_0092,MERCH-CUST-00092,aa***********@protonmail.com,+91*****2756,Ahmedabad,2025-03-24T18:06:33+05:30,877497,2777197,MEDIUM,,
cust_0093,MERCH-CUST-00093,ni*************@gmail.com,+91*****9817,Delhi,2025-11-03T10:18:11+05:30,65648,275448,LOW,,
cust_0094,MERCH-CUST-00094,po**********@outlook.com,+91*****9600,Hyderabad,2025-01-06T16:16:36+05:30,106128,106128,LOW,,
cust_0095,MERCH-CUST-00095,ka*************@protonmail.com,+91*****1696,Mumbai,2024-12-25T11:13:37+05:30,0,299900,LOW,,
cust_0096,MERCH-CUST-00096,si***************@gmail.com,+91*****3483,Delhi,2025-04-08T17:22:40+05:30,611643,911543,LOW,,
cust_0097,MERCH-CUST-00097,vi*************@gmail.com,+91*****9463,Pune,2024-11-18T12:09:18+05:30,461877,591777,LOW,,
cust_0098,MERCH-CUST-00098,ka*************@yahoo.in,+91*****4406,Pune,2025-12-15T07:42:25+05:30,478040,478040,LOW,2026-06-15T00:00:00+05:30,chargeback_dispute
cust_0099,MERCH-CUST-00099,ka*************@outlook.com,+91*****5783,Delhi,2025-10-05T06:05:20+05:30,0,2799300,MEDIUM,,
cust_0100,MERCH-CUST-00100,la*************@protonmail.com,+91*****7464,Kolkata,2025-10-29T17:47:54+05:30,352316,502116,LOW,,
cust_0101,MERCH-CUST-00101,ka**************@gmail.com,+91*****5346,Mumbai,2025-08-01T07:10:40+05:30,0,399900,LOW,,
cust_0102,MERCH-CUST-00102,ta**********@gmail.com,+91*****4439,Jaipur,2025-03-31T10:49:38+05:30,1568938,4168638,MEDIUM,,
cust_0103,MERCH-CUST-00103,ni*************@yahoo.in,+91*****9080,Bengaluru,2025-11-11T10:20:06+05:30,0,25999200,HIGH,,
cust_0104,MERCH-CUST-00104,ka************@gmail.com,+91*****3325,Mumbai,2024-12-07T16:10:14+05:30,2811660,4701160,MEDIUM,,
cust_0105,MERCH-CUST-00105,sn**********@yahoo.in,+91*****1667,Jaipur,2026-02-01T20:20:15+05:30,397403,797303,LOW,,
cust_0106,MERCH-CUST-00106,sa**************@outlook.com,+91*****3754,Hyderabad,2025-03-03T20:15:54+05:30,0,449800,LOW,,
cust_0107,MERCH-CUST-00107,ar************@gmail.com,+91*****9585,Kolkata,2025-05-15T14:03:32+05:30,634512,784212,LOW,,
cust_0108,MERCH-CUST-00108,ka***************@yahoo.in,+91*****1075,Ahmedabad,2025-07-12T12:32:19+05:30,1223370,3672970,MEDIUM,,
cust_0109,MERCH-CUST-00109,ta***********@gmail.com,+91*****9086,Chennai,2025-04-16T14:53:59+05:30,2743729,4173429,MEDIUM,,
cust_0110,MERCH-CUST-00110,ta***********@outlook.com,+91*****8610,Hyderabad,2025-04-29T13:22:16+05:30,9988,174788,LOW,,
cust_0111,MERCH-CUST-00111,ka***************@yahoo.in,+91*****7350,Bengaluru,2025-10-21T08:28:01+05:30,0,5149500,HIGH,,
cust_0112,MERCH-CUST-00112,vi**************@yahoo.in,+91*****7886,Pune,2025-10-08T12:55:16+05:30,221956,621856,LOW,,
cust_0113,MERCH-CUST-00113,ar***********@protonmail.com,+91*****8382,Bengaluru,2025-07-19T10:32:08+05:30,522871,822671,LOW,,
cust_0114,MERCH-CUST-00114,ya**********@gmail.com,+91*****8946,Hyderabad,2025-07-15T21:22:03+05:30,275286,325186,LOW,,
cust_0115,MERCH-CUST-00115,ta***********@gmail.com,+91*****4220,Kochi,2025-03-01T18:56:37+05:30,7160,856960,LOW,,
cust_0116,MERCH-CUST-00116,aa*************@yahoo.in,+91*****1581,Chennai,2025-05-22T18:56:11+05:30,576320,611120,LOW,,
cust_0117,MERCH-CUST-00117,aa************@gmail.com,+91*****4081,Delhi,2024-11-22T01:16:22+05:30,565857,565857,LOW,,
cust_0118,MERCH-CUST-00118,pr***************@yahoo.in,+91*****9267,Hyderabad,2026-01-18T17:23:21+05:30,0,249900,LOW,,
cust_0119,MERCH-CUST-00119,im***********@outlook.com,+91*****7130,Jaipur,2025-03-03T15:38:19+05:30,0,2709500,MEDIUM,2027-01-10T00:00:00+05:30,support_escalation
cust_0120,MERCH-CUST-00120,ar***********@gmail.com,+91*****4123,Mumbai,2025-11-16T09:15:03+05:30,1540423,4019823,MEDIUM,,
cust_0121,MERCH-CUST-00121,ma*************@gmail.com,+91*****4099,Mumbai,2025-11-25T09:21:40+05:30,0,4949200,MEDIUM,,
cust_0122,MERCH-CUST-00122,pr***********@yahoo.in,+91*****9356,Delhi,2026-02-23T13:57:57+05:30,203917,268717,LOW,,
cust_0123,MERCH-CUST-00123,la****************@yahoo.in,+91*****2966,Ahmedabad,2025-06-25T09:25:03+05:30,0,17099000,HIGH,,
cust_0124,MERCH-CUST-00124,ka************@outlook.com,+91*****4860,Jaipur,2025-04-01T06:20:57+05:30,79811,309511,LOW,,
cust_0125,MERCH-CUST-00125,vi*************@outlook.com,+91*****2838,Chennai,2025-12-29T12:58:10+05:30,1062971,9412171,HIGH,,
cust_0126,MERCH-CUST-00126,ni************@gmail.com,+91*****3757,Delhi,2025-06-20T15:16:08+05:30,519335,519335,LOW,,
cust_0127,MERCH-CUST-00127,ka************@gmail.com,+91*****5228,Hyderabad,2026-01-22T11:54:38+05:30,52942,52942,LOW,,
cust_0128,MERCH-CUST-00128,im************@protonmail.com,+91*****6899,Bengaluru,2025-09-12T19:40:31+05:30,0,34248900,HIGH,,
cust_0129,MERCH-CUST-00129,ma**************@outlook.com,+91*****8733,Bengaluru,2025-12-18T16:31:17+05:30,4050265,4779965,MEDIUM,,
cust_0130,MERCH-CUST-00130,ta**********@outlook.com,+91*****7700,Delhi,2026-02-12T17:00:01+05:30,158542,158542,LOW,,
cust_0131,MERCH-CUST-00131,ad************@protonmail.com,+91*****4748,Bengaluru,2025-04-24T19:44:37+05:30,657056,816856,LOW,,
cust_0132,MERCH-CUST-00132,ad*************@protonmail.com,+91*****9201,Ahmedabad,2025-09-20T21:57:46+05:30,0,2339500,MEDIUM,,
cust_0133,MERCH-CUST-00133,ar**********@gmail.com,+91*****2317,Kochi,2026-01-10T11:40:16+05:30,0,10049500,HIGH,,
cust_0134,MERCH-CUST-00134,is**********@yahoo.in,+91*****4483,Pune,2025-03-24T14:18:02+05:30,1072736,2262336,MEDIUM,,
cust_0135,MERCH-CUST-00135,ka**************@protonmail.com,+91*****9574,Ahmedabad,2025-05-09T10:07:20+05:30,1304022,2333622,MEDIUM,2026-07-16T00:00:00+05:30,customer_opt_out
cust_0136,MERCH-CUST-00136,ka************@protonmail.com,+91*****1322,Jaipur,2025-12-30T21:27:06+05:30,2838467,4788167,MEDIUM,,
cust_0137,MERCH-CUST-00137,ka*************@yahoo.in,+91*****1738,Bengaluru,2025-10-10T13:25:40+05:30,97064,226964,LOW,,
cust_0138,MERCH-CUST-00138,an************@gmail.com,+91*****8058,Jaipur,2025-01-27T15:51:10+05:30,0,6299200,HIGH,,
cust_0139,MERCH-CUST-00139,ni**************@outlook.com,+91*****6446,Kochi,2025-12-19T11:24:00+05:30,2961642,3921142,MEDIUM,,
cust_0140,MERCH-CUST-00140,sa**************@protonmail.com,+91*****9271,Kochi,2024-09-12T23:29:46+05:30,0,19999000,HIGH,,
cust_0141,MERCH-CUST-00141,po***********@outlook.com,+91*****5273,Chennai,2025-03-20T19:17:24+05:30,0,299900,LOW,,
cust_0142,MERCH-CUST-00142,an**************@protonmail.com,+91*****5243,Hyderabad,2025-02-16T06:38:08+05:30,514549,929349,LOW,,
cust_0143,MERCH-CUST-00143,ri**********@outlook.com,+91*****8873,Pune,2026-02-18T09:10:41+05:30,0,4279500,MEDIUM,,
cust_0144,MERCH-CUST-00144,ya**********@protonmail.com,+91*****9360,Jaipur,2024-11-16T17:20:50+05:30,134824,134824,LOW,,
cust_0145,MERCH-CUST-00145,ai**************@outlook.com,+91*****4357,Mumbai,2025-10-08T08:04:01+05:30,2007013,2446613,MEDIUM,,
cust_0146,MERCH-CUST-00146,va***************@protonmail.com,+91*****3346,Chennai,2026-01-14T20:10:03+05:30,3008319,4508019,MEDIUM,2026-10-03T00:00:00+05:30,chargeback_dispute
cust_0147,MERCH-CUST-00147,va**************@yahoo.in,+91*****2483,Kochi,2025-07-18T19:03:30+05:30,2445307,4095007,MEDIUM,,
cust_0148,MERCH-CUST-00148,is**************@outlook.com,+91*****2465,Bengaluru,2025-12-16T12:10:51+05:30,275919,615619,LOW,,
cust_0149,MERCH-CUST-00149,de********@gmail.com,+91*****4307,Pune,2025-03-01T17:14:31+05:30,656664,721464,LOW,,
cust_0150,MERCH-CUST-00150,aa***********@gmail.com,+91*****4814,Bengaluru,2024-12-01T17:18:40+05:30,143524,593224,LOW,,
cust_0151,MERCH-CUST-00151,im*************@protonmail.com,+91*****7404,Pune,2025-07-15T18:08:11+05:30,194036,194036,LOW,,
cust_0152,MERCH-CUST-00152,si*****************@gmail.com,+91*****6207,Mumbai,2025-01-13T13:02:25+05:30,538266,1588066,MEDIUM,,
cust_0153,MERCH-CUST-00153,va***********@gmail.com,+91*****3217,Jaipur,2025-10-08T08:23:53+05:30,863978,863978,LOW,,
cust_0154,MERCH-CUST-00154,ri**********@outlook.com,+91*****2181,Mumbai,2024-09-20T19:58:04+05:30,739911,15989111,HIGH,,
cust_0155,MERCH-CUST-00155,va***********@yahoo.in,+91*****4041,Pune,2025-02-27T18:08:34+05:30,0,1829600,MEDIUM,,
cust_0156,MERCH-CUST-00156,ma***************@protonmail.com,+91*****3166,Mumbai,2025-12-18T17:58:25+05:30,693656,743556,LOW,,
cust_0157,MERCH-CUST-00157,ta**********@gmail.com,+91*****5247,Bengaluru,2025-04-02T18:48:35+05:30,0,539400,LOW,,
cust_0158,MERCH-CUST-00158,an************@yahoo.in,+91*****7413,Jaipur,2024-09-16T12:32:06+05:30,1080518,3099818,MEDIUM,,
cust_0159,MERCH-CUST-00159,sa**************@gmail.com,+91*****3352,Hyderabad,2025-07-24T12:21:58+05:30,8000025,10849325,HIGH,,
cust_0160,MERCH-CUST-00160,ma***********@protonmail.com,+91*****1103,Jaipur,2025-09-19T13:50:00+05:30,0,13749100,HIGH,,
cust_0161,MERCH-CUST-00161,im************@protonmail.com,+91*****8645,Hyderabad,2026-02-10T11:34:22+05:30,0,11149000,HIGH,,
cust_0162,MERCH-CUST-00162,me************@protonmail.com,+91*****5887,Chennai,2025-11-12T07:47:01+05:30,837474,917374,LOW,,
cust_0163,MERCH-CUST-00163,la*************@gmail.com,+91*****6493,Kochi,2025-09-21T06:54:44+05:30,0,5479500,HIGH,,
cust_0164,MERCH-CUST-00164,me************@protonmail.com,+91*****6062,Mumbai,2025-06-13T21:24:52+05:30,203455,2282955,MEDIUM,,
cust_0165,MERCH-CUST-00165,an**************@yahoo.in,+91*****8771,Ahmedabad,2025-09-18T20:10:17+05:30,0,649800,LOW,,
cust_0166,MERCH-CUST-00166,ka***********@outlook.com,+91*****5669,Kochi,2025-04-13T12:15:05+05:30,302531,702431,LOW,,
cust_0167,MERCH-CUST-00167,ka**********@yahoo.in,+91*****5589,Mumbai,2025-01-05T18:20:43+05:30,514872,544672,LOW,,
cust_0168,MERCH-CUST-00168,me*************@protonmail.com,+91*****9698,Delhi,2025-08-13T11:41:59+05:30,7377240,17826640,HIGH,,
cust_0169,MERCH-CUST-00169,ar************@protonmail.com,+91*****4837,Hyderabad,2025-03-10T12:22:53+05:30,0,23999200,HIGH,,
cust_0170,MERCH-CUST-00170,va************@yahoo.in,+91*****9063,Delhi,2026-02-22T09:53:05+05:30,784328,2613828,MEDIUM,,
cust_0171,MERCH-CUST-00171,me************@protonmail.com,+91*****7164,Kolkata,2025-08-19T16:03:38+05:30,281868,301768,LOW,,
cust_0172,MERCH-CUST-00172,ad************@protonmail.com,+91*****3741,Pune,2025-10-08T08:02:57+05:30,737119,3466619,MEDIUM,,
cust_0173,MERCH-CUST-00173,ra**********@gmail.com,+91*****3872,Mumbai,2025-09-07T08:30:37+05:30,1296484,3176184,MEDIUM,,
cust_0174,MERCH-CUST-00174,sn***********@outlook.com,+91*****1760,Hyderabad,2025-07-08T22:55:06+05:30,108617,258517,LOW,,
cust_0175,MERCH-CUST-00175,va***********@protonmail.com,+91*****5660,Kolkata,2025-04-08T18:50:45+05:30,549051,549051,LOW,,
cust_0176,MERCH-CUST-00176,vi****************@yahoo.in,+91*****9786,Ahmedabad,2025-08-04T14:28:23+05:30,811068,811068,LOW,,
cust_0177,MERCH-CUST-00177,im*************@protonmail.com,+91*****1795,Bengaluru,2025-02-08T11:31:00+05:30,528554,608454,LOW,,
cust_0178,MERCH-CUST-00178,ka***********@yahoo.in,+91*****5305,Mumbai,2025-03-31T21:06:50+05:30,73206,73206,LOW,,
cust_0179,MERCH-CUST-00179,ka************@protonmail.com,+91*****2411,Kolkata,2025-08-04T18:03:41+05:30,34534,454334,LOW,,
cust_0180,MERCH-CUST-00180,me***************@outlook.com,+91*****1199,Mumbai,2025-09-29T18:06:44+05:30,1422321,4371721,MEDIUM,,
cust_0181,MERCH-CUST-00181,an*************@gmail.com,+91*****9831,Chennai,2025-09-13T20:49:18+05:30,1979870,3179470,MEDIUM,2027-02-15T00:00:00+05:30,chargeback_dispute
cust_0182,MERCH-CUST-00182,la************@protonmail.com,+91*****6913,Kochi,2024-11-02T16:27:51+05:30,74059,143859,LOW,,
cust_0183,MERCH-CUST-00183,ai***************@yahoo.in,+91*****1267,Mumbai,2026-02-18T17:17:31+05:30,422273,1801973,MEDIUM,,
cust_0184,MERCH-CUST-00184,ka***************@protonmail.com,+91*****5675,Kochi,2026-01-01T17:10:57+05:30,730059,859959,LOW,,
cust_0185,MERCH-CUST-00185,sa*************@protonmail.com,+91*****9075,Mumbai,2025-10-06T14:41:09+05:30,633493,633493,LOW,,
cust_0186,MERCH-CUST-00186,ra***********@yahoo.in,+91*****6267,Kochi,2025-03-28T11:58:49+05:30,125643,125643,LOW,,
cust_0187,MERCH-CUST-00187,ar**********@outlook.com,+91*****1297,Kochi,2025-06-08T14:23:25+05:30,0,599800,LOW,2026-03-12T00:00:00+05:30,customer_opt_out
cust_0188,MERCH-CUST-00188,aa************@yahoo.in,+91*****1412,Chennai,2025-12-19T16:26:04+05:30,1916410,4266010,MEDIUM,,
cust_0189,MERCH-CUST-00189,ad**************@yahoo.in,+91*****3969,Chennai,2026-01-02T20:28:45+05:30,602322,902222,LOW,,
cust_0190,MERCH-CUST-00190,ri***********@yahoo.in,+91*****6023,Ahmedabad,2024-11-20T16:50:59+05:30,487970,887870,LOW,,
